
State,District,Area,Pincode,,,,
Tamilnadu,DINDIGUL,Muthunaickenpatti,B.O,624618,,,,,
Tamilnadu,DINDIGUL,N.G.O.Colony,S.O,624001,,,,,
Tamilnadu,DINDIGUL,N.Panjampatti,S.O,624303,,,,,
Tamilnadu,DINDIGUL,N.Paraipatti,B.O,624005,,,,,
Tamilnadu,DINDIGUL,N.Pudupatti,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Nadakottai,B.O,624220,,,,,
Tamilnadu,DINDIGUL,Nadumandalam,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Nadupatti,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Naduvanur,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Nagalnagar,S.O,624003,,,,,
Tamilnadu,DINDIGUL,Nagayakottai,B.O,624706,,,,,
Tamilnadu,DINDIGUL,Nallamanaickenpatti,B.O,624003,,,,,
Tamilnadu,DINDIGUL,Nallamanarkottai,B.O,624005,,,,,
Tamilnadu,DINDIGUL,Nallurkadu,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Nalupulikottai,B.O,624619,,,,,
Tamilnadu,DINDIGUL,Narasingapuram,B.O,624307,,,,,
Tamilnadu,DINDIGUL,Narikalpatti,S.O,624618,,,,,
Tamilnadu,DINDIGUL,Nariyuthu,B.O,624215,,,,,
Tamilnadu,DINDIGUL,Natham,East,S.O,624401,,,,
Tamilnadu,DINDIGUL,Natham,Koilpatti,S.O,624401,,,,
Tamilnadu,DINDIGUL,Natham,S.O,624401,,,,,
Tamilnadu,DINDIGUL,Nathambazar,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Nathapatti,B.O,624710,,,,,
Tamilnadu,DINDIGUL,Naduvanur,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Nagalnagar,S.O,624003,,,,,
Tamilnadu,DINDIGUL,Nagayakottai,B.O,624706,,,,,
Tamilnadu,DINDIGUL,Nallamanaickenpatti,B.O,624003,,,,,
Tamilnadu,DINDIGUL,Nallamanarkottai,B.O,624005,,,,,
Tamilnadu,DINDIGUL,Nallurkadu,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Nalupulikottai,B.O,624619,,,,,
Tamilnadu,DINDIGUL,Narasingapuram,B.O,624307,,,,,
Tamilnadu,DINDIGUL,Narikalpatti,S.O,624618,,,,,
Tamilnadu,DINDIGUL,Nariyuthu,B.O,624215,,,,,
Tamilnadu,DINDIGUL,Natham,East,S.O,624401,,,,
Tamilnadu,DINDIGUL,Natham,Koilpatti,S.O,624401,,,,
Tamilnadu,DINDIGUL,Natham,S.O,624401,,,,,
Tamilnadu,DINDIGUL,Nathambazar,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Nathapatti,B.O,624710,,,,,
Tamilnadu,DINDIGUL,Neelamalaikottai,B.O,624619,,,,,
Tamilnadu,DINDIGUL,Neikkarapatti,B.O,624615,,,,,
Tamilnadu,DINDIGUL,Nellur,B.O,624204,,,,,
Tamilnadu,DINDIGUL,Nilakottai,H.O,624208,,,,,
Tamilnadu,DINDIGUL,Nuthalapuram,B.O,624202,,,,,
Tamilnadu,DINDIGUL,Odaipatti,B.O,624612,,,,,
Tamilnadu,DINDIGUL,Oddanchatram,North,S.O,624619,,,,
Tamilnadu,DINDIGUL,Oddanchatram,S.O,624619,,,,,
Tamilnadu,DINDIGUL,Old,Batlagundu,B.O,624202,,,,
Tamilnadu,DINDIGUL,Old,Oddanchatram,B.O,624619,,,,
Tamilnadu,DINDIGUL,Oruthattu,B.O,624206,,,,,
Tamilnadu,DINDIGUL,Ottupatti,B.O,624708,,,,,
Tamilnadu,DINDIGUL,Pachalur,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Pachamalayankottai,B.O,624707,,,,,
Tamilnadu,DINDIGUL,Padiyur,B.O,624005,,,,,
Tamilnadu,DINDIGUL,Paganattam,B.O,624702,,,,,
Tamilnadu,DINDIGUL,Palakkanuthu,S.O,624624,,,,,
Tamilnadu,DINDIGUL,Palani,Bazaar,S.O,624601,,,,
Tamilnadu,DINDIGUL,Palani,Devastanam,S.O,624601,,,,
Tamilnadu,DINDIGUL,Palani,East,S.O,624601,,,,
Tamilnadu,DINDIGUL,Palani,H.O,624601,,,,,
Tamilnadu,DINDIGUL,Palani,North,S.O,624601,,,,
Tamilnadu,DINDIGUL,Palani,R.S,S.O,624601,,,,
Tamilnadu,DINDIGUL,Palani,West,S.O,624601,,,,
Tamilnadu,DINDIGUL,Palappanpatti,B.O,624616,,,,,
Tamilnadu,DINDIGUL,Palarparundalar,Dam,B.O,624610,,,,
Tamilnadu,DINDIGUL,Palayakannivadi,B.O,624705,,,,,
Tamilnadu,DINDIGUL,Palayam,S.O,624620,,,,,
Tamilnadu,DINDIGUL,Palayankottai,B.O,624708,,,,,
Tamilnadu,DINDIGUL,Pallapatti,B.O,624002,,,,,
Tamilnadu,DINDIGUL,Pallathukalvai,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Pambarpuram,S.O,624101,,,,,
Tamilnadu,DINDIGUL,Pandianagar,S.O,624001,,,,,
Tamilnadu,DINDIGUL,Pandithakaranur,B.O,624620,,,,,
Tamilnadu,DINDIGUL,Pandrimalai,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Pannaikadu,S.O,624210,,,,,
Tamilnadu,DINDIGUL,Pannaipatti,B.O,624705,,,,,
Tamilnadu,DINDIGUL,Pappampatti,S.O,624621,,,,,
Tamilnadu,DINDIGUL,Pappanampatti,B.O,624622,,,,,
Tamilnadu,DINDIGUL,Paraipatti,B.O,624707,,,,,
Tamilnadu,DINDIGUL,Paruthiyur,B.O,624616,,,,,
Tamilnadu,DINDIGUL,Pattiveeranpatti,S.O,624211,,,,,
Tamilnadu,DINDIGUL,Pazhamputhur,B.O,624103,,,,,
Tamilnadu,DINDIGUL,Periakuzhipatti,B.O,624704,,,,,
Tamilnadu,DINDIGUL,Perichipalayam,B.O,624617,,,,,
Tamilnadu,DINDIGUL,Periyakalayamputhur,B.O,624615,,,,,
Tamilnadu,DINDIGUL,Periyakottai,B.O,624306,,,,,
Tamilnadu,DINDIGUL,Periyakottai,B.O,624614,,,,,
Tamilnadu,DINDIGUL,Periyamottanuthu,B.O,624618,,,,,
Tamilnadu,DINDIGUL,Periyur,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Perumalkoilpatti,B.O,624302,,,,,
Tamilnadu,DINDIGUL,Perumalnaickenvalasu,B.O,624614,,,,,
Tamilnadu,DINDIGUL,Perumalpudur,B.O,624615,,,,,
Tamilnadu,DINDIGUL,Perumbarai,S.O,624212,,,,,
Tamilnadu,DINDIGUL,Pethanaickenpatti,B.O,624615,,,,,
Tamilnadu,DINDIGUL,Pilathu,B.O,624802,,,,,
Tamilnadu,DINDIGUL,Pillamanaickenpatti,B.O,624706,,,,,
Tamilnadu,DINDIGUL,Pillayarnatham,B.O,624219,,,,,
Tamilnadu,DINDIGUL,Pillayarnatham,B.O,624403,,,,,
Tamilnadu,DINDIGUL,Pithalaipatti,B.O,624002,,,,,
Tamilnadu,DINDIGUL,Polur,B.O,624103,,,,,
Tamilnadu,DINDIGUL,Ponnimandurai,B.O,624002,,,,,
Tamilnadu,DINDIGUL,Poolampati,B.O,624613,,,,,
Tamilnadu,DINDIGUL,Poombarai,B.O,624103,,,,,
Tamilnadu,DINDIGUL,Poosaripatti,B.O,624202,,,,,
Tamilnadu,DINDIGUL,Poothampatti,B.O,624702,,,,,
Tamilnadu,DINDIGUL,Porulur,B.O,624616,,,,,
Tamilnadu,DINDIGUL,Puduchatram,B.O,624619,,,,,
Tamilnadu,DINDIGUL,Pudur(NTM),B.O,624401,,,,,
Tamilnadu,DINDIGUL,Pudurchettiapatti,B.O,624710,,,,,
Tamilnadu,DINDIGUL,Pulathur,B.O,624202,,,,,
Tamilnadu,DINDIGUL,Puliamarathukottai,B.O,624710,,,,,
Tamilnadu,DINDIGUL,Puliampatti,B.O,624617,,,,,
Tamilnadu,DINDIGUL,Puliyurnatham,B.O,624704,,,,,
Tamilnadu,DINDIGUL,Pundi,B.O,624103,,,,,
Tamilnadu,DINDIGUL,Punnapatti,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Pushpathur,B.O,624618,,,,,
Tamilnadu,DINDIGUL,Puthuputhur,B.O,624103,,,,,
Tamilnadu,DINDIGUL,Puthur,B.O,624801,,,,,
Tamilnadu,DINDIGUL,R.Iyyampalayam,B.O,624621,,,,,
Tamilnadu,DINDIGUL,R.Kombai,B.O,624706,,,,,
Tamilnadu,DINDIGUL,R.Pudukottai,B.O,624706,,,,,
Tamilnadu,DINDIGUL,R.Vellodu,B.O,624620,,,,,
Tamilnadu,DINDIGUL,Ragalapuram,B.O,624304,,,,,
Tamilnadu,DINDIGUL,Rajakkapatti,S.O,624316,,,,,
Tamilnadu,DINDIGUL,Rajampatti,B.O,624617,,,,,
Tamilnadu,DINDIGUL,Rajathanikottai,B.O,624220,,,,,
Tamilnadu,DINDIGUL,Ramagiri,B.O,624703,,,,,
Tamilnadu,DINDIGUL,Ramarajapuram,S.O,624213,,,,,
Tamilnadu,DINDIGUL,Reddiapatti,B.O,624003,,,,,
Tamilnadu,DINDIGUL,Reddiapatti,B.O,624202,,,,,
Tamilnadu,DINDIGUL,Reddiapatti,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Reddiarchatram,S.O,624622,,,,,
Tamilnadu,DINDIGUL,S.R.G.Pudur,B.O,624619,,,,,
Tamilnadu,DINDIGUL,S.Vadipatti,B.O,624622,,,,,
Tamilnadu,DINDIGUL,Sadayampatti,B.O,624306,,,,,
Tamilnadu,DINDIGUL,Sakkampatti,B.O,624612,,,,,
Tamilnadu,DINDIGUL,Sakkiliankodai,B.O,624308,,,,,
Tamilnadu,DINDIGUL,Samiyarpatti,S.O,624312,,,,,
Tamilnadu,DINDIGUL,Samudrapatti,S.O,624402,,,,,
Tamilnadu,DINDIGUL,Sanarpatti,S.O,624304,,,,,
Tamilnadu,DINDIGUL,Sandaiyur,B.O,624220,,,,,
Tamilnadu,DINDIGUL,Sangalpatty,B.O,624215,,,,,
Tamilnadu,DINDIGUL,Sangampalayam,B.O,624617,,,,,
Tamilnadu,DINDIGUL,Sangareddikottai,B.O,624211,,,,,
Tamilnadu,DINDIGUL,Sankarapuram,B.O,624215,,,,,
Tamilnadu,DINDIGUL,Sathampadi,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Sedapatti,B.O,624708,,,,,
Tamilnadu,DINDIGUL,Sellamanthadi,B.O,624005,,,,,
Tamilnadu,DINDIGUL,Sembatti,S.O,624707,,,,,
Tamilnadu,DINDIGUL,Sendurai,S.O,624403,,,,,
Tamilnadu,DINDIGUL,Sengurichi,B.O,624306,,,,,
Tamilnadu,DINDIGUL,Senkattampatti,B.O,624708,,,,,
Tamilnadu,DINDIGUL,Sennamanaickenpatti,B.O,624004,,,,,
Tamilnadu,DINDIGUL,Servaikaranpatti,B.O,624620,,,,,
Tamilnadu,DINDIGUL,Sethur,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Settinaickenpatti,B.O,624004,,,,,
Tamilnadu,DINDIGUL,Sevugampatti,B.O,624211,,,,,
Tamilnadu,DINDIGUL,Silaipadi,B.O,624005,,,,,
Tamilnadu,DINDIGUL,Silukkuvarpatti,S.O,624215,,,,,
Tamilnadu,DINDIGUL,Siluvathur,S.O,624306,,,,,
Tamilnadu,DINDIGUL,Silvarpatti,B.O,624709,,,,,
Tamilnadu,DINDIGUL,Sindalagundu,B.O,624002,,,,,
Tamilnadu,DINDIGUL,Singarakottai.V.,B.O,624802,,,,,
Tamilnadu,DINDIGUL,Sirugudi,S.O,624404,,,,,
Tamilnadu,DINDIGUL,Sirumalai,B.O,624003,,,,,
Tamilnadu,DINDIGUL,Sirumalaipudur,B.O,624003,,,,,
Tamilnadu,DINDIGUL,Sirunaickenpatti,B.O,624219,,,,,
Tamilnadu,DINDIGUL,Sirunaickenpatti,B.O,624307,,,,,
Tamilnadu,DINDIGUL,Sitharevu,S.O,624228,,,,,
Tamilnadu,DINDIGUL,Sithargalnatham,B.O,624219,,,,,
Tamilnadu,DINDIGUL,Sithayankottai,S.O,624708,,,,,
Tamilnadu,DINDIGUL,Sithuvarpatti,B.O,624801,,,,,
Tamilnadu,DINDIGUL,Solaikadu,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Sreerankattupatti,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Sriramapuram,B.O,624622,,,,,
Tamilnadu,DINDIGUL,Sriramapuram,B.O,624702,,,,,
Tamilnadu,DINDIGUL,St.Marys,Estate,B.O,624212,,,,
Tamilnadu,DINDIGUL,Sukkampatti,B.O,624709,,,,,
Tamilnadu,DINDIGUL,Sukkampatti,B.O,624801,,,,,
Tamilnadu,DINDIGUL,Sullerumbu,B.O,624710,,,,,
Tamilnadu,DINDIGUL,T.Panjampatti,B.O,624304,,,,,
Tamilnadu,DINDIGUL,T.Pudupatti,B.O,624705,,,,,
Tamilnadu,DINDIGUL,T.Vadugapatti,B.O,624308,,,,,
Tamilnadu,DINDIGUL,Tadicombu,S.O,624709,,,,,
Tamilnadu,DINDIGUL,Tandigudi,S.O,624216,,,,,
Tamilnadu,DINDIGUL,Teppakulathupatti,B.O,624709,,,,,
Tamilnadu,DINDIGUL,Thalaiyuthu,B.O,624618,,,,,
Tamilnadu,DINDIGUL,Thamaraikulam,B.O,624615,,,,,
Tamilnadu,DINDIGUL,Thamaraipadi,B.O,624005,,,,,
Tamilnadu,DINDIGUL,Thangachiammapatti,B.O,624612,,,,,
Tamilnadu,DINDIGUL,Thathanaickenpatti,B.O,624621,,,,,
Tamilnadu,DINDIGUL,Thattarapatti,B.O,624710,,,,,
Tamilnadu,DINDIGUL,Thavasimadai,B.O,624304,,,,,
Tamilnadu,DINDIGUL,Thazhakadai,B.O,624003,,,,,
Tamilnadu,DINDIGUL,Theethagoundenvalasu,B.O,624616,,,,,
Tamilnadu,DINDIGUL,Thennampatti,B.O,624802,,,,,
Tamilnadu,DINDIGUL,Theppathupatti,B.O,624220,,,,,
Tamilnadu,DINDIGUL,Thettupatti,B.O,624705,,,,,
Tamilnadu,DINDIGUL,Thimmanallur,B.O,624308,,,,,
Tamilnadu,DINDIGUL,Thonimalai,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Thoppampatti,B.O,624617,,,,,
Tamilnadu,DINDIGUL,Thottanampatti,B.O,624005,,,,,
Tamilnadu,DINDIGUL,Thottanuthu,B.O,624005,,,,,
Tamilnadu,DINDIGUL,Thozhipatti,B.O,624703,,,,,
Tamilnadu,DINDIGUL,Thummalagundu,B.O,624802,,,,,
Tamilnadu,DINDIGUL,Thummalapatti,B.O,624617,,,,,
Tamilnadu,DINDIGUL,Tirukoornam,B.O,624620,,,,,
Tamilnadu,DINDIGUL,Tirumalaigoundenvalasu,B.O,624616,,,,,
Tamilnadu,DINDIGUL,Ulliyakottai,B.O,624703,,,,,
Tamilnadu,DINDIGUL,Undarpatti,B.O,624709,,,,,
Tamilnadu,DINDIGUL,Uralipatti,B.O,624402,,,,,
Tamilnadu,DINDIGUL,Usilampatti,B.O,624706,,,,,
Tamilnadu,DINDIGUL,Uthupatti,B.O,624206,,,,,
Tamilnadu,DINDIGUL,V.S.K.Kurumbapatti,B.O,624306,,,,,
Tamilnadu,DINDIGUL,Vadagadu,B.O,624619,,,,,
Tamilnadu,DINDIGUL,Vadakattupudur,B.O,624304,,,,,
Tamilnadu,DINDIGUL,Vadamadurai,S.O,624802,,,,,
Tamilnadu,DINDIGUL,Vadugampadi,B.O,624706,,,,,
Tamilnadu,DINDIGUL,Vagarai,B.O,624613,,,,,
Tamilnadu,DINDIGUL,Vaithilathoppampatti,B.O,624306,,,,,
Tamilnadu,DINDIGUL,Vakkampatti,B.O,624303,,,,,
Tamilnadu,DINDIGUL,Valayapatti,B.O,624704,,,,,
Tamilnadu,DINDIGUL,Vallipatti,B.O,624710,,,,,
Tamilnadu,DINDIGUL,Vanikarai,B.O,624710,,,,,
Tamilnadu,DINDIGUL,Vannampatti,B.O,624707,,,,,
Tamilnadu,DINDIGUL,Varthamanathi,Dam,Project,B.O,624613,,,
Tamilnadu,DINDIGUL,Vathipatti,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Vedasandur,S.O,624710,,,,,
Tamilnadu,DINDIGUL,Veerakkal,B.O,624303,,,,,
Tamilnadu,DINDIGUL,Veeralapatti,B.O,624614,,,,,
Tamilnadu,DINDIGUL,Veerasinnnampatti,B.O,624304,,,,,
Tamilnadu,DINDIGUL,Velampatti,B.O,624401,,,,,
Tamilnadu,DINDIGUL,Velampatti,B.O,624617,,,,,
Tamilnadu,DINDIGUL,Vellodu,S.O,624307,,,,,
Tamilnadu,DINDIGUL,Velvarkottai,S.O,624803,,,,,
Tamilnadu,DINDIGUL,Vembarpatti,S.O,624308,,,,,
Tamilnadu,DINDIGUL,Vengalapatti,B.O,624212,,,,,
Tamilnadu,DINDIGUL,Venkatasrikottai,B.O,624202,,,,,
Tamilnadu,DINDIGUL,Veriyappur,B.O,624619,,,,,
Tamilnadu,DINDIGUL,Vilampatti,S.O,624219,,,,,
Tamilnadu,DINDIGUL,Viralimayanpatti,B.O,624220,,,,,
Tamilnadu,DINDIGUL,Viralipatti,B.O,624202,,,,,
Tamilnadu,DINDIGUL,Viralipatti,B.O,624709,,,,,
Tamilnadu,DINDIGUL,Virupatchi,B.O,624614,,,,,
Tamilnadu,DINDIGUL,Viruveedu,S.O,624220,,,,,
Tamilnadu,DINDIGUL,Yeluvanampatti,B.O,624202,,,,,
Tamilnadu,DINDIGUL,Adukkam,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Attuvampatti,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Kumburvayal,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Machur,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Melpallam,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Naidupuram,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Palamalai,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Pallangi,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Perumalmalai,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Perumpallam,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Prakasapuram,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Shenbaganur,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Srinivasapuram,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Vadagounji,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Vellagavi,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Vilpatti,B.O,624101,,,,,
Tamilnadu,DINDIGUL,Kalladipatti,B.O,624201,,,,,
Tamilnadu,DINDIGUL,Kullalagundu,B.O,624201,,,,,
Tamilnadu,DINDIGUL,Malayagondanpatti,B.O,624201,,,,,
Tamilnadu,DINDIGUL,Pallapatti,B.O,624201,,,,,
Tamilnadu,DINDIGUL,Devinaickenpatti,B.O,624711,,,,,
Tamilnadu,DINDIGUL,Kalvarpatti,B.O,624711,,,,,
Tamilnadu,DINDIGUL,Kuttam,B.O,624711,,,,,
Tamilnadu,DINDIGUL,Minukampatti,B.O,624711,,,,,
Tamilnadu,DINDIGUL,Poonuthu,B.O,624711,,,,,
Tamilnadu,DINDIGUL,Viruthalaipatti,B.O,624711,,,,,
Tamilnadu,Dharmapuri,A.Gollahalli,,636704,,,,,
Tamilnadu,Dharmapuri,A.Jettihalli,,636807,,,,,
Tamilnadu,Dharmapuri,A.Pallipatti,,636905,,,,,
Tamilnadu,Dharmapuri,A.Sappanipatti,,635205,,,,,
Tamilnadu,Dharmapuri,Achalvadi,,636903,,,,,
Tamilnadu,Dharmapuri,Adagapadi,,636803,,,,,
Tamilnadu,Dharmapuri,Adikarapatti,,636905,,,,,
Tamilnadu,Dharmapuri,Adiyamankottai,,636807,,,,,
Tamilnadu,Dharmapuri,Agraharam,,636903,,,,,
Tamilnadu,Dharmapuri,Ajjanahalli,,636810,,,,,
Tamilnadu,Dharmapuri,Akkamanahalli,,636704,,,,,
Tamilnadu,Dharmapuri,Alamelupuram,,636905,,,,,
Tamilnadu,Dharmapuri,Alapuram,,636904,,,,,
Tamilnadu,Dharmapuri,Ammampalayam,,636114,,,,,
Tamilnadu,Dharmapuri,Ammanimallapuram,,636801,,,,,
Tamilnadu,Dharmapuri,Andiyur,,636906,,,,,
Tamilnadu,Dharmapuri,Anjehalli,,636813,,,,,
Tamilnadu,Dharmapuri,Annasagaram,,636704,,,,,
Tamilnadu,Dharmapuri,Arakasanahalli,,636811,,,,,
Tamilnadu,Dharmapuri,Arasampatti,,635201,,,,,
Tamilnadu,Dharmapuri,Attornahalli,,636805,,,,,
Tamilnadu,Dharmapuri,Badrahalli,,636810,,,,,
Tamilnadu,Dharmapuri,Bairnaickenpatti,,636906,,,,,
Tamilnadu,Dharmapuri,Bairnatham,,636905,,,,,
Tamilnadu,Dharmapuri,Baisuhalli,,635205,,,,,
Tamilnadu,Dharmapuri,Balajangamanahalli,,636807,,,,,
Tamilnadu,Dharmapuri,Barur,,635201,,,,,
Tamilnadu,Dharmapuri,Batchapet,,636903,,,,,
Tamilnadu,Dharmapuri,Bedrahalli,,636803,,,,,
Tamilnadu,Dharmapuri,Begarahalli,,636808,,,,,
Tamilnadu,Dharmapuri,Belarahalli,,636808,,,,,
Tamilnadu,Dharmapuri,Bendrahalli,,635201,,,,,
Tamilnadu,Dharmapuri,Bettamugulalam,,636806,,,,,
Tamilnadu,Dharmapuri,Bikkampatti,,636813,,,,,
Tamilnadu,Dharmapuri,Biliyanur,Agraharam,,636813,,,,
Tamilnadu,Dharmapuri,Bommanur,,636805,,,,,
Tamilnadu,Dharmapuri,Bommidi,,635301,,,,,
Tamilnadu,Dharmapuri,Boodanahalli,,636804,,,,,
Tamilnadu,Dharmapuri,Buddireddipatti,,635302,,,,,
Tamilnadu,Dharmapuri,Chellampatti,,636903,,,,,
Tamilnadu,Dharmapuri,Chetthalli,,636809,,,,,
Tamilnadu,Dharmapuri,Chikkadornabetta,,636806,,,,,
Tamilnadu,Dharmapuri,Chinnampalli,,636811,,,,,
Tamilnadu,Dharmapuri,Chinnankuppam,,636903,,,,,
Tamilnadu,Dharmapuri,Chintalpadi,,635302,,,,,
Tamilnadu,Dharmapuri,D,Thurinjipatti,,635202,,,,
Tamilnadu,Dharmapuri,Dalavaihalli,,636803,,,,,
Tamilnadu,Dharmapuri,Dandukaranahalli,,636808,,,,,
Tamilnadu,Dharmapuri,Dasarahalli,,635305,,,,,
Tamilnadu,Dharmapuri,Dharmapuri,Collectorate,,636705,,,,
Tamilnadu,Dharmapuri,Dharmapuri,Fort,,636701,,,,
Tamilnadu,Dharmapuri,Dharmapuri,H.O,636701,,,,,
Tamilnadu,Dharmapuri,Dharmapuri,Pub.,Offices,,636701,,,
Tamilnadu,Dharmapuri,Dharmapuri,R.S,,636701,,,,
Tamilnadu,Dharmapuri,Dharmapuri,South,,636701,,,,
Tamilnadu,Dharmapuri,Dinnabelur,,636810,,,,,
Tamilnadu,Dharmapuri,Doddampatti,,636903,,,,,
Tamilnadu,Dharmapuri,Dokkubothanahalli,,636807,,,,,
Tamilnadu,Dharmapuri,Donnakuttahalli,,636810,,,,,
Tamilnadu,Dharmapuri,Eachambadi,,636902,,,,,
Tamilnadu,Dharmapuri,Elagiri,,636807,,,,,
Tamilnadu,Dharmapuri,Elavadai,,635305,,,,,
Tamilnadu,Dharmapuri,Ellapudayampatti,,636903,,,,,
Tamilnadu,Dharmapuri,Erranahalli,,636808,,,,,
Tamilnadu,Dharmapuri,Errapayanahalli,,636813,,,,,
Tamilnadu,Dharmapuri,Erupalli,,636813,,,,,
Tamilnadu,Dharmapuri,Esalpatti,,636807,,,,,
Tamilnadu,Dharmapuri,Gendenahalli,,636811,,,,,
Tamilnadu,Dharmapuri,Gendiganahalli,,635205,,,,,
Tamilnadu,Dharmapuri,Giddanahalli,,636809,,,,,
Tamilnadu,Dharmapuri,Gobichettipalayam,,635305,,,,,
Tamilnadu,Dharmapuri,Gobinathampatti,,635305,,,,,
Tamilnadu,Dharmapuri,Gudalur,,636906,,,,,
Tamilnadu,Dharmapuri,Gujjarahalli,,636806,,,,,
Tamilnadu,Dharmapuri,Hale,Dharmapuri,,636701,,,,
Tamilnadu,Dharmapuri,Hanumanthapuram,,636802,,,,,
Tamilnadu,Dharmapuri,Hanumantheertham,,636902,,,,,
Tamilnadu,Dharmapuri,Harur,,636903,,,,,
Tamilnadu,Dharmapuri,Harur,Bazaar,,636903,,,,
Tamilnadu,Dharmapuri,Hogenakkal,,636810,,,,,
Tamilnadu,Dharmapuri,Ichambadi,,635202,,,,,
Tamilnadu,Dharmapuri,Ichampatti,,636807,,,,,
Tamilnadu,Dharmapuri,Indur,,636803,,,,,
Tamilnadu,Dharmapuri,Irumathur,,635201,,,,,
Tamilnadu,Dharmapuri,Ittiampatti,,636903,,,,,
Tamilnadu,Dharmapuri,Ittiampatti,,636903,,,,,
Tamilnadu,Dharmapuri,Jakkasamudram,,636805,,,,,
Tamilnadu,Dharmapuri,Jakkupatti,,635202,,,,,
Tamilnadu,Dharmapuri,Jammanahalli,,636904,,,,,
Tamilnadu,Dharmapuri,Jertalav,,636808,,,,,
Tamilnadu,Dharmapuri,Jingalkathirampatti,,635201,,,,,
Tamilnadu,Dharmapuri,Jittandahalli,,636805,,,,,
Tamilnadu,Dharmapuri,K.Vetrapatti,,636902,,,,,
Tamilnadu,Dharmapuri,Kadagathur,,636809,,,,,
Tamilnadu,Dharmapuri,Kadathur,,635303,,,,,
Tamilnadu,Dharmapuri,Kalappambadi,,636811,,,,,
Tamilnadu,Dharmapuri,Kalasapadi,,636903,,,,,
Tamilnadu,Dharmapuri,Kalipettai,,636905,,,,,
Tamilnadu,Dharmapuri,Kambainallore,,635202,,,,,
Tamilnadu,Dharmapuri,Kammampatti,,636352,,,,,
Tamilnadu,Dharmapuri,Kandagavundanur,,635302,,,,,
Tamilnadu,Dharmapuri,Kandagavundanur,,635301,,,,,
Tamilnadu,Dharmapuri,Kandenahalli,,636806,,,,,
Tamilnadu,Dharmapuri,Kannipatti,,635205,,,,,
Tamilnadu,Dharmapuri,Kathanahalli,,636808,,,,,
Tamilnadu,Dharmapuri,Kathirinaickenahalli,,635303,,,,,
Tamilnadu,Dharmapuri,Kathiripatti,,636906,,,,,
Tamilnadu,Dharmapuri,Kattampatti,,636808,,,,,
Tamilnadu,Dharmapuri,Katteri,,636902,,,,,
Tamilnadu,Dharmapuri,Keelkuppam,,636902,,,,,
Tamilnadu,Dharmapuri,Keeraipatti,,636903,,,,,
Tamilnadu,Dharmapuri,Kelavalli,,635202,,,,,
Tamilnadu,Dharmapuri,Keraikodahalli,,635305,,,,,
Tamilnadu,Dharmapuri,Kokkarapatti,,636905,,,,,
Tamilnadu,Dharmapuri,Kolagampatti,,636903,,,,,
Tamilnadu,Dharmapuri,Komarasamipatti,,636701,,,,,
Tamilnadu,Dharmapuri,Kombur,,636905,,,,,
Tamilnadu,Dharmapuri,Konangihalli,,636813,,,,,
Tamilnadu,Dharmapuri,Kongarapatti,,635202,,,,,
Tamilnadu,Dharmapuri,Kongavembu,,636902,,,,,
Tamilnadu,Dharmapuri,Koothapadi,,636810,,,,,
Tamilnadu,Dharmapuri,Kottapatti,,636906,,,,,
Tamilnadu,Dharmapuri,Kottumaranahalli,,635205,,,,,
Tamilnadu,Dharmapuri,Kovilur,,635205,,,,,
Tamilnadu,Dharmapuri,Krishnapuram,,635202,,,,,
Tamilnadu,Dharmapuri,Kuppangarai,,635205,,,,,
